gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,name,address,city,state,email,birthdate,phone#
M,173.7,75.21,19.907304,84.9,122.6,46.46,20.19,31.6,176.4,C,Rodney Sanchez,4727 Miller Stravenue,Coxtown, MA 81417,nicole98@yahoo.com,1974-07-28,(403)850-1265
F,168.9,56.9,15.849556,69.9,113.1,36.16,28.04,46.6,237.1,B,Susan Todd,534 Wayne Route Apt. 836,Davieschester, MH 71057,justinturner@hotmail.com,2002-04-11,5512909284
M,175.5,52.65,7.890635,51.5,89.8,39.84,8.99,39.2,216.9,A,David Green II,8223 Charlotte Meadows,South Randy, MS 63403,sarahthomas@hotmail.com,1999-07-20,675-664-8430
M,166.3,72.06,35.151067,70.8,111.9,24.87,-0.64,34.8,138.6,A,Scott Soto,49638 Kelsey Lakes Apt. 960,Connertown, LA 07222,allenlong@yahoo.com,1995-06-13,628-543-2030
M,164.5,60.14,26.489085,88.0,145.4,39.3,13.17,34.7,167.0,A,Juan Ramsey,338 Heather Skyway,Cindyshire, NH 60761,vanessalyons@yahoo.com,2001-05-07,+1-659-326-2441
M,176.7,77.09,18.777291,94.3,153.9,38.64,8.96,45.5,206.4,D,Eric Baldwin,7715 Phyllis Terrace,South Dakotamouth, NC 99312,marypeterson@hotmail.com,1982-10-30,001-288-601-1651
F,165.8,58.23,20.26986,67.0,116.3,25.92,21.58,42.0,194.6,B,Chelsea Valdez,3781 Stout Corner,South Victoriafurt, IA 90588,sburton@yahoo.com,2002-08-29,406-202-2848
M,163.1,52.79,16.930507,71.4,128.4,39.47,13.99,56.8,202.8,A,Eric Ramirez,9733 Charles Grove,Derekhaven, WY 24156,christophermyers@hotmail.com,2001-02-20,+1-224-266-5010
M,176.6,71.64,14.715078,56.2,116.3,47.38,18.99,49.7,240.6,C,Brian Villa,22383 Tricia Lakes,Rogersberg, NH 55184,rebeccasalazar@gmail.com,2001-07-29,309-516-6503
M,171.3,64.54,15.339065,80.7,132.8,36.43,25.47,25.2,164.3,B,Timothy Austin,USS Weaver,FPO AE 33699,-,haroldtucker@gmail.com,1996-07-02,001-560-959-1761
F,151.7,45.3,20.476477,72.9,117.4,23.83,10.52,39.0,164.8,A,Crystal Payne,6838 Alyssa Corner,New Michellefort, GU 86855,petermason@gmail.com,1978-06-10,(830)284-3046
M,163.1,73.4,27.063485,71.8,138.3,49.44,14.74,34.5,172.7,B,Ricky Wyatt,5586 Ian Course,Victoriashire, LA 74442,david08@hotmail.com,1963-02-16,+1-714-228-4180
M,176.8,80.57,17.699823,69.7,124.4,47.41,6.34,39.2,216.0,B,Randall Maxwell,Unit 5370 Box 1738,DPO AA 79858,-,marc94@hotmail.com,1962-05-12,204-873-1369
M,170.0,57.01,19.437458,68.0,111.5,33.62,11.24,59.3,196.1,D,Nicholas Davis,6772 Gonzalez Lights Apt. 751,New Paul, MT 27668,brownrachel@gmail.com,2002-08-30,200-302-5929
M,166.9,62.88,22.690848,82.8,150.2,29.48,14.39,35.8,182.4,A,Michael Santiago,0144 Day Stravenue,North Tara, SD 81633,smason@gmail.com,2002-05-10,(207)226-9623
M,168.9,67.19,20.891044,66.2,108.8,36.02,5.44,47.2,189.4,A,Bradley Bates,890 Keith Lights,Javierbury, GA 05239,andreadams@gmail.com,1959-12-30,(875)759-5910
M,183.4,96.03,21.551276,66.2,134.4,56.37,18.54,39.9,234.2,B,Isaiah Caldwell,9991 Jennifer Mission Suite 928,North Kellymouth, IN 00530,briancurtis@hotmail.com,2002-02-18,+1-995-388-3924
F,164.0,57.72,21.425945,69.6,119.8,19.54,23.67,21.2,160.5,C,Crystal Cox,7289 Andrade Green,New Kathryn, MD 09878,ychang@gmail.com,1961-07-29,+1-990-311-8417
M,180.4,87.43,22.004423,71.9,131.3,47.3,12.44,50.5,247.5,D,Ryan Kennedy,03576 Terri Green,Dianeton, KS 50387,mezamichael@gmail.com,1997-12-03,(827)744-8532
M,176.1,56.13,15.523809,60.1,101.5,34.73,2.11,50.1,203.2,C,Mason Wall,7690 Anthony Ways Suite 951,Larryville, IL 56676,dawsonsusan@gmail.com,2001-03-08,757-612-5486
F,159.1,62.87,29.446931,86.6,138.6,34.36,20.83,14.4,168.4,A,Kristin Harrell,Unit 6608 Box 5018,DPO AA 81443,-,penningtonamber@gmail.com,1959-04-01,(632)464-1624
M,173.2,62.23,15.953044,78.7,127.8,40.85,15.21,52.2,229.3,D,James Mitchell,Unit 6180 Box 0396,DPO AE 83150,-,briannalawrence@gmail.com,1976-09-06,(736)497-7532
F,168.9,59.42,15.803142,55.5,98.0,37.38,18.79,45.1,225.9,A,Bridget Stewart,856 Michael Well Apt. 395,New Karenfort, TX 02242,pauljacobson@gmail.com,2002-03-28,432-564-4586
F,167.2,53.7,16.823264,93.1,135.7,33.3,22.42,48.9,217.7,C,Amy Mosley,3263 Anthony Overpass Suite 352,Vasquezhaven, HI 37194,brownronald@hotmail.com,1993-09-14,001-900-258-0018
F,150.9,40.08,14.371192,72.1,118.0,22.44,29.54,33.1,200.1,C,Julie Colon,050 Newman Summit Apt. 466,New Charles, MP 23678,michaelrodriguez@hotmail.com,1973-04-29,889-858-4315
M,165.3,56.84,16.793072,68.5,110.7,28.56,18.66,37.1,211.4,B,Eric Miller,09017 Brown Trafficway Apt. 984,Ellenland, ID 48550,xhernandez@yahoo.com,1982-12-09,001-324-666-2899
M,175.8,73.1,19.85829,89.1,117.9,41.87,19.21,33.7,203.7,D,Aaron Schultz,81948 Jennings Lane Apt. 961,East Karenfort, KY 16808,deanna18@hotmail.com,1997-09-12,001-544-321-6063
M,184.7,66.95,9.930318,72.3,113.9,49.63,22.35,56.0,256.2,C,Keith Trevino,077 Adams Center,South Mariaside, SD 43743,maynardjohn@hotmail.com,2000-01-02,870-573-3975
M,168.0,76.04,19.519482,82.3,159.8,40.83,14.62,26.1,194.9,D,Joshua Reed,606 Jeffrey Forks Apt. 369,North Marvin, WV 93001,amber46@gmail.com,1971-08-03,+1-860-812-2119
F,170.4,64.46,24.236254,75.6,108.3,38.13,16.31,18.6,171.6,B,Heather Terry,62097 Maldonado Ports Suite 925,South Matthewport, AS 15282,bradythomas@yahoo.com,1959-04-30,460-929-4464
M,161.4,65.8,20.097782,82.1,151.2,39.18,11.37,29.6,172.9,B,Michael Robinson,62865 Hansen Plain Suite 065,Jacobshaven, LA 55039,writter@hotmail.com,1971-07-31,859-403-4438
F,172.7,69.71,21.498122,90.9,156.7,36.99,18.09,37.2,222.1,B,Kimberly George,09460 Ortiz Underpass Suite 548,Lake Maurice, PR 46471,marthapowell@gmail.com,1976-08-20,(418)668-1755
M,167.0,51.37,14.491254,57.4,104.4,41.78,19.24,44.5,171.6,C,Christopher Marsh,3657 Nathan Port Apt. 287,North Jacobfurt, CA 07050,proctorjohnny@hotmail.com,1973-10-21,841-587-9288
M,184.0,77.47,19.915667,76.8,132.0,50.27,19.51,52.2,231.0,D,Jeffrey Rush,997 Allen Circle Apt. 973,North William, ID 39955,robertoperez@gmail.com,2000-12-19,(362)418-8184
M,171.6,66.29,16.296915,85.0,126.4,31.04,18.93,36.4,180.8,D,Dylan Good,95881 Brandon Street Apt. 071,North Emily, DC 76487,christopher84@hotmail.com,1973-11-13,231-720-1667
M,176.5,81.41,17.869487,85.2,115.2,35.67,1.59,46.0,216.1,D,Mathew Abbott,856 Smith Avenue Apt. 543,New Amber, NV 66371,johnsonangela@yahoo.com,1995-03-28,894-486-3269
M,171.3,78.83,30.319438,77.3,115.5,32.73,16.06,41.0,202.6,D,Todd Lewis,314 Farrell Lake Apt. 842,Michaelberg, PA 98000,jenniferjohnson@hotmail.com,1969-11-09,001-902-997-4421
F,160.8,52.2,31.784285,64.8,109.3,24.52,8.15,20.6,119.9,A,Christina Johnston,912 Cooper Villages,Lake Teresabury, VI 34874,qyoung@yahoo.com,1973-10-13,926-583-0392
M,168.5,64.75,24.220238,70.7,116.9,37.22,24.29,38.7,159.7,B,Nathaniel Smith,"PSC 3551, Box 4641",APO AE 80673,-,yfreeman@hotmail.com,1986-02-15,001-308-944-1578
M,179.7,81.16,24.203236,63.4,122.2,37.61,18.6,44.2,208.5,C,John Guzman,25792 Moore Stream Apt. 488,East Jason, GA 46136,laurie99@yahoo.com,2001-11-08,(416)368-4777
M,177.3,65.02,12.597063,65.6,112.4,42.64,13.81,60.3,218.6,C,Joshua Durham,8736 Austin Crest,New Kathrynport, KS 14523,amandahart@hotmail.com,1999-05-17,695-951-3368
M,178.4,61.8,12.862763,72.1,126.6,33.34,20.04,58.7,256.5,D,William Bauer,807 Robertson Causeway Suite 247,Courtneyhaven, VA 86887,brian68@yahoo.com,2001-07-17,441-485-8816
F,171.4,62.11,20.186874,74.9,131.0,43.63,10.79,31.2,176.4,A,Stacy Stewart,9599 Matthew Wells,Roseberg, WY 48670,kevinriley@yahoo.com,1992-07-18,+1-276-915-4105
F,162.6,48.53,13.56356,75.3,123.9,30.62,5.63,49.0,177.7,C,Linda Obrien,83386 Matthew River,Lopezport, RI 10947,erika95@gmail.com,1997-01-13,349-807-3852
F,162.5,64.36,22.98531,67.4,115.0,35.37,31.95,60.6,231.3,C,Laura Edwards,28116 Walker Harbor,Mackstad, NC 10062,heatherperry@hotmail.com,2002-01-14,001-401-376-0458
F,161.2,55.32,16.821919,57.8,132.6,32.61,36.17,51.6,201.6,C,Theresa Middleton,2901 Jasmine Alley,East Audreyhaven, TN 31886,sanchezelizabeth@hotmail.com,1984-11-24,+1-222-543-9703
F,163.9,60.68,33.580163,73.4,121.5,35.74,1.54,17.6,115.4,A,Alexa Galvan,97801 Stacey Station Apt. 831,Mitchellshire, MD 61568,kathleen37@hotmail.com,1977-10-10,+1-636-772-9684
M,158.1,71.52,17.624002,67.1,124.1,47.75,34.5,54.1,237.2,A,Joseph Robinson,32767 Jacqueline Prairie,Lake Sarahtown, NC 71088,maria03@gmail.com,1976-12-30,732-210-0510
M,170.3,70.32,33.153946,80.6,122.3,34.88,9.33,47.9,172.8,A,Charles Thomas DDS,2824 Brown Landing Apt. 935,East Destiny, MN 91118,riverstrevor@yahoo.com,1994-11-05,+1-798-719-6049
F,156.8,54.13,35.932373,79.2,128.1,18.05,29.37,6.6,135.1,D,Laurie Wright,49247 George Track,Port Ashley, OH 88533,lisaclark@gmail.com,2000-06-11,+1-709-588-0100
M,176.8,79.9,13.479572,93.6,164.4,53.24,23.42,45.0,231.9,C,Dustin Lee,44427 Crawford Mews,Port Traceymouth, NV 57815,brenda14@hotmail.com,1963-05-05,+1-562-326-4108
M,172.8,73.83,17.435207,61.1,121.7,41.0,37.21,58.1,217.3,C,Mr. Hunter Garcia,3833 Michael Mews Suite 738,West Teresa, VI 81328,sandrajones@hotmail.com,1999-11-29,+1-423-581-2285
M,175.2,79.92,22.536112,70.0,136.8,59.48,6.42,46.7,212.2,B,Scott Coleman,908 Valencia Roads Suite 807,Melissashire, TX 27392,xsmith@yahoo.com,1971-07-28,696-924-0400
M,172.9,70.64,26.938463,72.5,127.3,40.97,10.59,21.9,156.8,B,David Rasmussen,97675 Robin Underpass,New Marktown, OH 50988,veronica21@gmail.com,1972-06-13,576-758-6934
M,171.0,54.48,16.018669,60.8,118.4,33.14,26.92,42.9,188.1,C,David Johnson,241 Adams Route Suite 497,Pageville, SD 72858,yanderson@gmail.com,1996-07-17,001-882-709-1070
M,178.8,66.64,16.486131,82.9,125.5,42.38,14.51,44.8,233.6,D,Joseph White,00426 Moreno Rest,Lake Michael, OH 92498,emarshall@gmail.com,1999-09-20,(443)973-9857
M,168.1,76.92,27.757924,84.3,166.7,41.85,36.33,46.1,242.2,C,Jeremy Long,447 Gallagher Curve Apt. 994,South Theresa, MN 75146,hilllaura@hotmail.com,1971-04-01,+1-729-751-8816
F,170.4,75.33,21.729935,61.9,119.0,57.0,11.41,52.5,213.5,B,Hannah Terry,5787 King Passage,Lake Monicamouth, MN 99171,jake07@gmail.com,1997-04-22,001-642-500-8616
M,158.6,52.11,31.316638,55.3,95.0,21.7,15.05,43.1,119.6,A,Ricardo Moreno,4796 Woods River Suite 491,Marvinville, GA 61960,sally92@gmail.com,1988-05-02,+1-532-423-5806
F,151.0,56.09,41.215056,91.2,134.1,29.37,7.96,26.5,159.9,D,Maria Good,195 Laurie Courts Apt. 897,Stevenberg, MA 09553,mary16@gmail.com,1996-09-10,966-373-3282
F,166.1,52.79,29.327198,62.9,86.5,25.91,0.49,16.5,137.1,B,Jessica Bean,15053 Shelton Expressway Apt. 496,Ellisport, MH 84236,jerry45@gmail.com,1981-02-02,(405)935-7012
M,169.7,63.49,17.79413,94.4,150.7,29.69,18.93,34.5,168.7,B,Dr. Joshua Carr,728 Sarah Fork,Nicoleville, UT 17531,greencarlos@gmail.com,1975-01-13,(637)960-3481
M,176.2,72.67,20.970379,75.0,127.2,33.05,17.56,31.2,176.6,D,Garrett Cole,8964 Rebecca Brooks Apt. 245,Snyderstad, WY 46859,cindyvelasquez@gmail.com,1960-09-28,388-293-2843
F,153.9,55.94,34.411996,80.9,129.8,23.24,18.61,23.2,134.6,A,Pamela Fisher,67892 Mcclure Valley Suite 057,Port Brookemouth, TX 78548,stewartbruce@yahoo.com,1992-10-15,(422)872-9247
M,165.9,71.64,30.089009,93.2,162.5,33.19,16.49,44.3,205.4,D,Thomas Robles,2977 Victor Gardens,Brownberg, GU 70133,justin54@gmail.com,1998-10-05,+1-853-720-8103
M,181.7,61.57,6.319077,58.5,109.5,55.61,19.44,64.1,249.1,C,James Black,71628 Robertson Expressway,Leefurt, CO 57017,jamie48@yahoo.com,2001-09-05,(921)575-7406
F,157.7,48.52,25.695339,64.4,125.0,29.61,28.91,37.3,139.2,A,Stacy Wyatt,29228 Bautista Track,Kimberlyside, ME 43513,asullivan@yahoo.com,1997-03-03,+1-539-684-7786
M,181.3,75.0,15.728756,90.5,150.6,50.78,16.33,54.9,249.4,B,Daniel Rivera,15238 Davenport Crescent,Lake Tammyville, UT 26714,kdunlap@yahoo.com,2000-02-18,+1-444-414-5016
M,168.7,67.55,28.859137,84.8,148.5,41.92,22.31,53.9,203.2,C,David Pearson,Unit 8214 Box 2836,DPO AP 86366,-,toniwolfe@yahoo.com,1978-10-17,483-579-0751
M,182.4,67.22,12.172604,77.9,126.8,35.25,11.88,54.2,201.4,A,Carlos Solomon,24810 Michael Springs,Kimfurt, NM 79523,vsmith@hotmail.com,1991-09-21,(222)206-6130
F,161.3,60.68,23.836293,83.2,133.1,17.38,18.07,45.2,173.1,B,Kayla Todd,7555 Mark Gardens Apt. 421,Laurahaven, AK 95310,vhancock@gmail.com,1998-11-06,(290)735-8189
M,177.1,86.54,20.863262,81.5,118.6,37.66,14.13,51.1,214.2,B,Matthew Hunter,102 Susan Plain Apt. 126,Seanside, NY 61273,ochoanicole@hotmail.com,1964-05-21,992-966-7548
M,172.7,74.39,14.658137,69.7,131.1,48.83,7.8,37.4,251.5,C,Jack Mcguire,72374 Miller Fork,North Jordanborough, MO 10408,milescynthia@gmail.com,1978-04-10,478-452-6566
F,168.8,75.87,25.819034,106.1,157.4,35.77,11.89,39.6,174.6,B,Wendy Fox,0438 Natalie Groves,Peterside, WI 56857,lyonsmark@hotmail.com,1963-06-23,001-404-323-5682
M,170.2,86.94,30.998695,95.1,139.1,43.99,10.83,48.5,177.7,A,Nicholas King,825 Stokes Villages Apt. 015,Wagnerville, GA 03496,tammymiranda@gmail.com,1966-10-07,(220)792-7355
F,169.3,70.97,22.709472,80.1,125.0,38.38,20.64,56.7,199.9,C,Amy Mendoza,0286 Johnston Curve Apt. 666,Mitchellport, KY 39888,anthonydavies@hotmail.com,1985-03-09,(375)663-0542
F,172.4,59.99,28.040993,76.8,110.6,27.81,21.07,36.2,123.5,A,Christine Foster,1865 Vasquez Land,Hernandezchester, FL 66846,sharon64@yahoo.com,1999-08-19,618-854-4269
F,164.6,50.69,25.51536,71.8,97.3,29.02,28.9,24.6,144.7,B,Tammy Henderson,324 Shaw View,New Georgestad, WA 22654,alicia57@yahoo.com,1999-03-10,+1-708-307-7456
F,159.0,67.61,44.401083,96.9,138.3,31.58,3.84,19.0,131.1,D,Heather Todd,2921 Whitaker Mews,New Lisa, GA 08362,brianreed@yahoo.com,2001-11-18,001-835-532-5802
M,172.5,77.79,22.192269,76.9,141.7,44.87,6.72,43.3,209.5,D,Brian Lee,22770 Burnett Throughway Suite 380,Herrerastad, NE 38860,gordonann@hotmail.com,2001-01-11,+1-983-936-5560
M,160.8,56.45,25.532257,85.8,126.4,30.17,12.1,28.0,172.7,B,Jonathan Harris,5648 Diana Glen Suite 850,Rebeccaberg, MD 56130,reginawilliams@gmail.com,1976-10-26,001-340-577-3300
M,172.3,74.6,30.187695,92.0,162.9,40.01,19.97,25.0,186.0,B,Adrian Adams,55180 Ashley Meadow Suite 790,Kingbury, OR 13138,mary12@gmail.com,1983-08-05,001-979-248-8013
M,166.9,53.82,18.887883,77.9,135.8,46.1,13.48,24.3,192.0,B,Robert Wheeler,443 Patel Inlet,New Miguelville, MI 31461,leemichelle@gmail.com,1994-05-05,001-990-225-2502
F,154.9,48.65,31.354199,62.1,106.6,15.09,17.4,15.6,115.6,B,Emily Gonzalez,00770 Lauren Avenue Apt. 983,Kevinhaven, NE 30053,michael11@hotmail.com,2001-10-09,476-578-7103
F,163.4,75.44,37.95521,89.4,155.3,35.31,3.62,35.1,151.0,A,Natalie Estrada,687 Rachel Alley Apt. 749,Thomasfort, MD 49273,jonathanwalker@gmail.com,1995-09-05,902-768-4443
F,156.2,44.88,30.647201,66.5,121.1,16.75,20.19,42.9,149.7,C,Maria Stanton,60383 Jones Burgs,Changfort, IA 76030,jennifervillarreal@gmail.com,2001-07-02,+1-745-365-0279
M,178.6,79.2,11.510916,79.5,127.4,54.12,8.6,56.4,246.8,B,Gregory Cox,3116 Christopher Pass,Lake Jamesburgh, ME 32181,blackrenee@yahoo.com,2002-11-06,839-824-7036
M,162.2,62.25,27.923767,81.6,118.3,41.78,24.45,42.4,177.7,D,Jeffrey Jackson,9726 Dennis Trail Apt. 231,Kelliton, PR 65682,margaret86@gmail.com,1963-10-08,349-893-1858
M,176.1,84.87,20.291586,82.7,124.8,51.62,3.61,50.3,212.8,D,Craig Hahn,9985 Jason Land,Lake Kimberlychester, LA 26726,julia31@yahoo.com,1985-04-25,(967)347-4329
M,177.4,97.71,24.722905,78.6,131.2,44.19,16.6,57.7,229.8,A,James Calhoun,4350 Colleen Junctions Suite 428,South Sarahhaven, PW 34042,alyssa08@yahoo.com,2002-07-27,5043043726
M,157.1,59.23,35.913113,78.3,134.9,30.99,30.45,22.3,171.3,D,Raymond Gardner MD,700 Todd Station,Lake Kevinmouth, MH 97543,jack22@hotmail.com,1961-01-02,507-238-5595
M,175.1,61.03,20.865713,81.8,128.3,39.73,33.04,55.4,237.7,B,Joseph Watts,11557 Wade Lodge,Denisefurt, GU 83301,kevin63@gmail.com,2001-03-30,001-849-276-6081
F,173.3,75.94,33.558634,76.1,133.7,30.49,6.21,0.0,154.2,A,Laura Gill,46055 Moore Creek Apt. 925,Brownside, ME 60890,hcruz@hotmail.com,1998-05-15,768-460-7219
M,169.4,87.53,28.330262,90.6,142.7,40.49,10.88,24.7,206.2,D,John Johnson,9914 Little Cliff,West Jennifer, IN 17509,robert16@hotmail.com,1989-02-07,+1-458-566-3184
F,177.5,74.39,20.390615,70.6,117.4,54.31,15.43,63.8,218.9,A,Danielle Wilson,628 Burgess Via Apt. 473,Stanleystad, SD 26714,sanchezdanielle@gmail.com,2002-08-31,582-377-8266
M,169.6,76.71,26.175711,78.2,121.3,35.35,13.67,35.6,156.5,B,Brian Stone,5380 Monroe Corner Apt. 672,East Kirkberg, VI 30684,doris46@yahoo.com,1983-04-10,704-621-3099
M,163.4,67.34,33.206525,82.0,140.6,34.63,17.42,37.3,189.7,D,Eric Bell,853 Aaron Lock,New Melissaside, CT 31662,nancy41@gmail.com,1993-12-07,001-543-458-1080
M,167.1,61.05,23.914508,75.6,121.3,39.69,6.74,47.4,196.3,A,William Byrd,20858 Angela Center,West Gabriela, FL 71168,christinafields@gmail.com,2001-12-07,001-431-503-2934
F,155.3,46.2,22.176505,63.2,109.3,18.32,15.78,41.4,170.0,A,Kelly Hayden,13436 Meghan Harbors Suite 003,South Melissa, HI 33020,mcdonaldmichael@gmail.com,2001-07-12,+1-424-283-4536
F,173.0,74.49,22.134733,77.0,128.6,39.23,21.22,35.8,194.4,B,Elizabeth Miller,59312 Short Avenue,South Eric, PA 69125,paulscott@yahoo.com,1998-02-22,+1-948-389-6182
M,166.6,66.49,9.984467,92.2,160.8,59.04,20.86,63.4,244.4,A,Joseph Ross,97221 Rodriguez Garden,South Kenneth, WA 50010,natalie78@hotmail.com,1959-07-25,786-406-2075
M,163.6,64.5,23.395861,68.5,136.4,37.06,29.43,37.7,154.1,B,Philip Donaldson,201 Lewis Corner Suite 460,South Sierraberg, IL 70219,julie13@gmail.com,1985-07-09,456-257-1384
F,167.5,60.69,19.638122,75.0,126.2,40.15,11.9,46.2,182.7,C,Mrs. Mary Wells,71743 Shelby Forges,Jessicafort, MH 78815,hgilbert@hotmail.com,2002-10-13,(567)949-6632
F,152.7,47.14,32.143519,75.3,118.8,18.37,28.21,23.5,148.5,A,Mercedes Pitts,7481 Teresa Bypass Suite 891,Lake Davidland, AL 27109,melissapena@gmail.com,1969-07-27,617-241-7328
F,151.7,52.97,46.316334,66.4,115.5,9.18,7.98,8.8,80.8,D,Barbara Johnston,92198 Nelson Tunnel,Portertown, MA 16685,jill52@hotmail.com,1966-12-03,486-677-6956
M,175.9,92.57,23.610696,96.2,159.8,42.04,12.85,27.3,185.9,B,Jason Thompson,"PSC 3750, Box 5164",APO AE 93399,-,perkinsemily@yahoo.com,1982-07-16,9227243741
M,160.5,59.71,23.993546,102.2,172.0,31.71,16.61,24.0,162.1,B,Willie Caldwell,1702 King Mountain,Matthewhaven, VA 10277,awinters@hotmail.com,1959-05-29,971-318-7207
F,166.4,59.55,27.634295,72.0,115.2,31.86,23.06,41.3,176.2,D,Katherine Brooks,USNV Arnold,FPO AE 63669,-,samantha80@hotmail.com,1987-02-09,856-549-2621
F,179.8,97.02,26.99494,76.3,130.0,43.45,5.64,48.9,220.8,D,Katherine Russell,08548 Jodi Canyon Apt. 475,Hallstad, PA 67098,woodardronnie@gmail.com,2000-10-01,(265)491-0176
F,168.6,71.81,31.0201,71.4,120.4,34.05,7.79,7.7,146.1,B,Heather Lewis,28809 Patricia Wall,Rogersville, MT 23892,nnorris@yahoo.com,1961-11-03,992-711-6039
F,175.2,59.36,17.619268,75.1,114.2,27.75,14.51,26.4,216.0,B,Jessica Morgan,37927 Cummings Station Apt. 413,South Brendaside, WA 49228,lopezandrew@hotmail.com,1985-12-09,(950)699-5234
M,173.4,63.48,19.77542,78.5,132.4,34.8,9.54,50.7,219.5,C,Jeffrey Becker,9444 Alex Parkway Apt. 211,Ronaldtown, AR 49280,sextondustin@hotmail.com,1990-12-15,(519)582-8223
M,163.4,67.56,41.585005,81.2,140.4,17.34,21.5,4.4,134.1,B,Zachary Weiss,3719 Valdez Center,North Scottchester, AS 09110,christopher89@hotmail.com,1999-08-02,001-413-588-3097
F,155.1,52.96,29.640011,91.6,144.2,23.74,0.82,19.5,143.7,B,Angela Wilson,666 Simmons Flats,North Donna, FL 63773,dunnmichael@hotmail.com,1974-10-28,+1-822-290-5387
M,176.1,70.4,16.577554,71.0,136.6,41.99,17.93,51.9,197.8,B,James Perkins,39446 Dean Plaza,Marcborough, NY 52256,vward@yahoo.com,2002-10-09,891-661-2452
M,170.1,50.53,10.8891,58.5,100.3,32.8,34.86,61.3,218.1,A,Lawrence King,1499 Leonard Camp Apt. 143,East Charlesburgh, NY 05211,garrett08@yahoo.com,1991-06-10,+1-974-216-4487
M,182.2,94.73,18.374725,89.0,154.1,53.11,15.71,47.3,242.7,B,Todd Williams,32345 Nelson Square Suite 138,Lawsonborough, VT 26280,cynthia03@yahoo.com,1998-11-02,(944)645-1427
F,157.8,61.45,21.724457,72.1,125.3,42.29,41.58,53.6,216.2,C,Denise Mosley,3368 William Viaduct Apt. 233,Woodardtown, WY 71852,mrobinson@hotmail.com,1990-09-23,659-447-7550
M,173.5,66.94,20.288896,74.0,119.0,36.41,-0.69,47.4,217.4,B,Derek Williams,75862 Kimberly Spur Apt. 998,Lake Charles, SD 38089,christopher98@yahoo.com,1991-09-02,551-371-1480
M,181.8,101.86,31.464799,96.4,169.7,55.13,0.36,55.6,232.1,D,Benjamin Terrell,40420 Wood Trace,North Courtney, ME 38595,jessicarobinson@yahoo.com,1981-11-07,890-842-6508
M,175.4,85.01,29.398569,102.1,170.6,46.9,8.96,54.4,196.8,A,Johnathan Norris,24062 Ellis Summit Suite 339,Barrerashire, SC 77032,heidi66@gmail.com,2002-03-07,237-394-8663
M,161.7,47.23,16.160972,83.4,120.8,24.43,4.91,27.1,194.4,A,Nicholas Campbell,589 Isaac Hill Apt. 079,Donnabury, NM 48219,veronica49@yahoo.com,1993-09-06,(943)372-2686
M,166.3,62.81,12.390862,76.8,135.8,36.68,18.46,45.8,216.7,A,Jon Barton,USS Mendoza,FPO AP 73812,-,greeneroberto@gmail.com,1976-04-18,(462)514-6835
M,173.7,63.21,13.29395,78.9,131.6,38.87,1.7,42.2,190.5,A,Edward Ford,443 Donovan Spur Suite 506,Heatherport, UT 30032,ssandoval@gmail.com,1961-06-03,5329261444
M,167.9,55.08,21.713603,80.3,130.1,19.59,3.01,40.1,185.6,A,Christopher Gardner,650 Christopher Road Suite 609,South Laura, NM 97729,cameron90@yahoo.com,1981-11-24,969-275-1692
M,187.7,92.31,9.763924,86.4,147.0,54.68,4.17,47.6,237.6,C,Jordan Clark,110 Smith Mall,Jasonshire, GU 58581,tamaramorgan@gmail.com,1987-02-21,001-238-453-2980
M,168.2,69.51,20.6579,96.5,135.8,37.84,11.45,54.3,232.4,D,Jim Colon,291 West Spur,Savageshire, ND 59503,nrichardson@hotmail.com,2000-05-27,(757)922-4810
M,171.8,70.0,23.242797,99.7,151.9,43.04,14.17,53.2,207.6,A,Matthew Lewis,39756 Kevin Lock Apt. 712,Markberg, MT 81567,coxrachael@hotmail.com,1995-04-26,490-761-8989
F,167.9,73.64,38.250449,84.9,133.8,44.51,12.41,17.9,187.0,B,Michelle Smith,46426 Michael Path,Tamaramouth, KY 43145,zwilliams@hotmail.com,1993-10-19,+1-350-899-6599
F,171.8,71.98,27.834769,100.2,136.6,38.06,1.12,10.8,138.1,D,Melissa Taylor,Unit 3752 Box 9241,DPO AE 82280,-,houstondavid@hotmail.com,1975-12-14,+1-913-323-3661
F,164.1,51.41,20.192818,67.3,102.3,30.56,3.57,31.5,139.5,B,Christina Chambers,616 Elliott Park,Andrewhaven, IL 80791,lgrimes@hotmail.com,1997-08-28,913-852-9194
M,180.3,70.27,15.051656,87.6,133.4,40.15,13.66,37.1,180.8,B,Antonio Ramirez,USNS Johnson,FPO AE 82264,-,ryanmartin@hotmail.com,1974-10-30,+1-744-333-6977
M,166.5,51.96,11.689849,67.0,128.4,38.56,16.32,34.3,173.0,A,Tanner Holmes,32714 Wells Orchard,Chandlerside, VI 42767,xjenkins@yahoo.com,1969-12-29,+1-830-234-4325
M,151.2,41.21,21.004065,59.1,105.5,19.65,17.7,35.2,100.7,C,Michael Lopez,305 Connie Junction,East Maryshire, HI 03227,sandragraham@gmail.com,1987-10-19,001-612-207-1930
M,162.8,61.86,29.627228,61.3,107.0,24.32,23.96,36.3,148.9,B,Randy Norris,83520 Amber Locks,Codystad, AS 48747,ukent@gmail.com,2000-01-26,(786)418-7131
